Wolof,ajami
yuy,يوي
rot,روت
seetlu,سەەتلو
xeemeem,خەەمەەم
kurél,كورێل
déggoon,دێگگوون
waxi,واخي
ginnaw,گينناو
xalaatee,خالااتەە
dungeen,دوڠەەن
waxtaane,واختاانە
caa,چاا
sukkandiku,سوككانديكو
dàggeek,داگگەەك
h,ه
mënuñoo,مێنوڽوو
njort,نجورت
alkaande,الكااندە
jële,جێلە
yoxo,يوخو
fàggu,فاگگو
laal,لاال
waññi,واڽڽي
neeleen,نەەلەەن
déggook,دێگگووك
digam,ديگام
axakay,اخاكاي
ñaawtéefam,ڽااوتێەفام
mëdd,مێدد
farataak,فاراتااك
sunna,سوننا
wóllaranteek,وۆللارانتەەك
banii,بانيي
waajur,وااجور
jegeñaale,جەگەڽاالە
jirim,جيريم
waxal,واخال
deret,دەرەت
génneyante,گێننەيانتە
seede,سەەدە
dimbalante,ديمبالانتە
xare,خارە
fayloo,فايلوو
njot,نجوت
araam,اراام
peyam,پەيام
dundug,دوندوگ
jaa,جاا
tari,تاري
àllaaxira,اللااخيرا
duñuleen,دوڽولەەن
woyofal,وويوفال
draft,درافت
toxal,توخال
iisaa,ييساا
maryaama,ماريااما
ruu,روو
jibril,جيبريل
dikkalee,ديككالەە
muuru,موورو
rëbb,رێبب
sababus,سابابوس
néewaana,نێەواانا
yor,يور
noteel,نوتەەل
séenu,سێەنو
egsee,ەگسەە
rëbbum,رێببوم
jaayee,جاايەە
bew,بەو
iñaan,يڽاان
ngënéelam,ڠێنێەلام
soob,سووب
jaamam,جاامام
nañuy,ناڽوي
mer,مەر
bay,باي
fuuñ,فووڽ
fuuñi,فووڽي
toroxale,توروخالە
ñëw,ڽێو
neel,نەەل
yonentiy,يونەنتيي
digaloon,ديگالوون
àndak,انداك
kéemaam,كێەماام
wólleranteek,وۆللەرانتەەك
ndigal,نديگال
nàndaleef,ناندالەەف
ngëm,ڠێم
kërug,كێروگ
jagoo,جاگوو
waliis,والييس
mébétleen,مێبێتلەەن
mébét,مێبێت
xér,خێر
bokkaale,بوككاالە
siiw,سييو
guddal,گوددال
fanam,فانام
junniy,جوننيي
soreel,سورەەل
guddu,گوددو
jibriil,جيبرييل
ndigalu,نديگالو
mbégte,مبێگتە
waygëm,وايگێم
malaakaam,مالااكاام
yonentam,يونەنتام
miikaayil,مييكااييل
noonam,نوونام
kóllaranteek,كۆللارانتەەك
dëel,دێەل
joxoon,جوخوون
sànni,سانني
téereb,تێەرەب
nguurug,ڠووروگ
suleymaan,سولەيماان
weddiwul,وەدديوول
njibar,نجيبار
baabil,باابيل
haaruut,هاارووت
maaruut,ماارووت
daawuñu,دااووڽو
waxuñu,واخوڽو
danoo,دانوو
sànje,سانجە
book,بووك
bul,بول
jëkkër,جێككێر
jabaram,جابارام
lor,لور
googule,گووگولە
daf,داف
mënuleeen,مێنولەەەن
cër,چێر
jaaye,جاايە
cëy,چێي
fekkoon,فەككوون
fuuf,فووف
éy,ێي
sàmmoonteel,سامموونتەەل
deeleen,دەەلەەن
ñoñ,ڽوڽ
yéenewuñuleen,يێەنەووڽولەەن
jagale,جاگالە
folli,فوللي
jenn,جەنن
ginnaawal,گيننااوال
fàtteloo,فاتتەلوو
indiwunu,ينديوونو
xamoo,خاموو
xamuloo,خامولوو
kiiraay,كييرااي
laajee,لااجەە
nasaraan,ناساراان
kéefar,كێەفار
kiñaan,كيڽاان
leeree,لەەرەە
dummóoyuleen,دوممۆويولەەن
agseek,اگسەەك
ndigëlam,نديگێلام
taxawee,تاخاوەە
jiital,جييتال
seenu,سەەنو
axakañ,اخاكاڽ
wommatu,وومماتو
kooku,كووكو
nekkuñu,نەككوڽو
juuyoo,جوويوو
baa,باا
ana,انا
jàkkay,جاككاي
cay,چاي
turam,تورام
fexe,فەخە
waruñoo,واروڽوو
ànduñook,اندوڽووك
gàcce,گاچچە
sowu,سووو
sellam,سەللام
yellul,يەللول
dogalee,دوگالەە
mbir,مبير
nekkal,نەككال
indil,ينديل
keemaan,كەەماان
jos,جوس
niroo,نيروو
yónni,يۆنني
dig,ديگ
xupp,خوپپ
mbugalum,مبوگالوم
deesula,دەەسولا
layoo,لايوو
feek,فەەك
toppuloo,توپپولوو
njubug,نجوبوگ
toppee,توپپەە
bànneex,باننەەخ
doo,دوو
jànge,جاڠە
yelle,يەللە
israayil,يسرااييل
defoon,دەفوون
gënoon,گێنوون
mbindéef,مبيندێەف
deesu,دەەسو
njotu,نجوتو
ibraahiima,يبرااهييما
nattoo,ناتتوو
ibraayiima,يبراايييما
defal,دەفال
sët,سێت
boole,بوولە
néeg,نێەگ
delluwaayub,دەللوواايوب
barabub,بارابوب
kóolute,كۆولوتە
màqaama,ماقااما
jullikaay,جولليكااي
kóllarante,كۆللارانتە
ismaahiila,يسمااهييلا
sellal,سەللال
dëkkub,دێككوب
meññent,مەڽڽەنت
diir,ديير
wéyal,وێيال
delloowaay,دەللوووااي
ndéttalu,ندێتتالو
kaaba,كاابا
jaamuwaay,جاامووااي
yónneel,يۆننەەل
say,ساي
xereñe,خەرەڽە
not,نوت
kan,كان
diinay,دييناي
kannasu,كانناسو
àllaaxiraa,اللااخيراا
wommatul,وومماتول
wommatunaa,وومماتوناا
dénk,دێنك
doomam,دوومام
tànnal,تاننال
fekkee,فەككەە
janqooba,جانقووبا
yàllaay,ياللااي
baay,باي
isaaqa,يسااقا
woowa,ووووا
añe,اڽە
layal,لايال
doonleen,دوونلەەن
dée,دێە
wallaay,واللااي
wéetaloon,وێەتالوون
bokkut,بوككوت
xajal,خاجال
jébbalu,جێببالو
dummóoyoo,دوممۆويوو
féewoo,فێەووو
fegal,فەگال
cuubug,چووبوگ
cuub,چووب
dàggasanteek,داگگاسانتەەك
sellalal,سەللالال
lanuy,لانوي
waay,وااي
dàq,داق
sàgganeewul,ساگگانەەوول
woowale,ووووالە
wéy,وێي
duleen,دولەەن
matadi,ماتادي
ñii,ڽيي
wëlbati,وێلباتي
fabe,فابە
xible,خيبلە
gindi,گيندي
digg,ديگگ
dóomu,دۆومو
tànneef,تاننەەف
seedey,سەەدەي
xibla,خيبلا
defewunu,دەفەوونو
xame,خامە
kay,كاي
ka,كا
sànk,سانك
taxu,تاخو
wëlbatee,وێلباتەە
téen,تێەن
méngalee,مێڠالەە
jubluwaay,جوبلووااي
gëram,گێرام
jubaleel,جوبالەەل
xarkanam,خاركانام
jëmale,جێمالە
wormaal,وورماال
al,ال
masjidal,ماسجيدال
haraam,هاراام
nekkati,نەككاتي
ñañu,ڽاڽو
indiloon,ينديلوون
moroomam,موروومام
werentekat,وەرەنتەكات
yiy,ييي
jublukaayam,جوبلوكاايام
njëkkante,نجێككانتە
dajale,داجالە
ñepp,ڽەپپ
foo,فوو
demati,دەماتي
jëmëleel,جێمێلەەل
juñu,جوڽو
màkka,ماككا
sàgganee,ساگگانەە
jëmaleel,جێمالەەل
mottali,موتتالي
yónnee,يۆننەە
fàttaliku,فاتتاليكو
santleen,سانتلەەن
yéguleen,يێگولەەن
farala,فارالا
lennat,لەننات
xiif,خييف
wàññikug,واڽڽيكوگ
bégalal,بێگالال
tiis,تييس
dalee,دالەە
njéggal,نجێگگال
yérmaande,يێرمااندە
tigi,تيگي
safaa,سافاا
marwa,ماروا
màndargay,ماندارگاي
jaamukaayu,جااموكاايو
aj,اج
umra,ومرا
aay,ااي
jaabante,جاابانتە
coobarewu,چووبارەوو
gërëmaakoon,گێرێمااكوون
biralalee,بيرالالەە
rëbbkat,رێببكات
yéwénal,يێوێنال
maay,مااي
woyafalal,وويافالال
yeexalal,يەەخالال
jii,جيي
jeneen,جەنەەن
bindéef,بيندێەف
jaglewaakoonu,جاگلەوااكوونو
doy,دوي
binde,بيندە
jëllasanteb,جێللاسانتەب
gaal,گاال
njariñi,نجاريڽي
nàndal,ناندال
wowee,وووەە
tasaare,تاساارە
walbatim,والباتيم
leek,لەەك
xërëm,خێرێم
soppleen,سوپپلەەن
soppee,سوپپەە
cofeel,چوفەەل
gisoon,گيسوون
janook,جانووك
jeex,جەەخ
toppoon,توپپوون
deñtalu,دەڽتالو
daggatoo,داگگاتوو
toppe,توپپە
delluwaatoon,دەللووااتوون
deñtaloo,دەڽتالوو
wane,وانە
dagan,داگان
jéegoy,جێەگوي
seenub,سەەنوب
noon,نوون
mbon,مبون
caay,چااي
toppleen,توپپلەەن
miin,ميين
baaxu,بااخو
doonuñu,دوونوڽو
mala,مالا
ey,ەي
lun,لون
araamal,اراامال
médd,مێدد
yàppu,ياپپو
mbaam,مباام
xuux,خووخ
beew,بەەو
xettaliku,خەتتاليكو
wecee,وەچەە
dékku,دێككو
loola,لوولا
tegtale,تەگتالە
mbaax,مبااخ
jubale,جوبالە
doxandéem,دوخاندێەم
yalwaan,يالواان
loru,لورو
jotu,جوتو
batey,باتەي
fasantee,فاسانتەە
naqar,ناقار
tolluwaay,توللووااي
gor,گور
mbokkam,مبوككام
baale,باالە
njekk,نجەكك
dëyya,دێييا
namu,نامو
rafetee,رافەتەە
woyafal,وويافال
feyyu,فەييو
yokku,يوككو
moytandiku,مويتانديكو
digaleef,ديگالەەف
dikkal,ديككال
dénkaane,دێنكاانە
waajuram,وااجورام
jegeñaaleem,جەگەڽاالەەم
yell,يەلل
ndénkaane,ندێنكاانە
tegu,تەگو
dénkaan,دێنكاان
jeng,جەڠ
jubbanti,جوببانتي
dono,دونو
farataaleef,فاراتاالەەف
koor,كوور
farataalee,فاراتاالەە
ndaxtelee,نداختەلەە
lim,ليم
weeru,وەەرو
ramadaan,راماداان
wopp,ووپپ
tukki,توككي
fey,فەي
yeneeeni,يەنەەەني
àttanuñu,اتتانوڽو
jote,جوتە
jëfi,جێفي
faramfàcce,فارامفاچچە
teewe,تەەوە
weer,وەەر
jàppandal,جاپپاندال
bëggaluleen,بێگگالولەەن
jafeel,جافەەل
njukkal,نجوككال
jegeñ,جەگەڽ
wuyu,وويو
woowee,ووووەە
sàkku,ساككو
guddiy,گودديي
malaan,مالاان
wuruj,ووروج
jéllale,جێللالە
léegi,لێەگي
jonjonteek,جونجونتەەك
dogalal,دوگالال
ràññee,راڽڽەە
wëñ,وێڽ
dale,دالە
guddeeti,گوددەەتي
jonjook,جونجووك
wéet,وێەت
deytali,دەيتالي
biralee,بيرالەە
laayaam,لااياام
neen,نەەن
ger,گەر
àttekat,اتتەكات
labaj,لاباج
alali,الالي
terutel,تەروتەل
takkukaayu,تاككوكاايو
waxtu,واختو
nattukaayi,ناتتوكاايي
mbaaxu,مبااخو
tekki,تەككي
duggu,دوگگو
ñoot,ڽووت
dugge,دوگگە
ragalleen,راگاللەەن
xeexleen,خەەخلەەن
xeex,خەەخ
soppul,سوپپول
reyleen,رەيلەەن
reyaate,رەيااتە
ndare,ندارە
songu,سوڠو
songee,سوڠەە
peyub,پەيوب
dootul,دووتول
bàyyee,باييەە
toppati,توپپاتي
nekkalko,نەككالكو
wuñu,ووڽو
feyee,فەيەە
feyante,فەيانتە
feyyuleen,فەييولەەن
xamleen,خاملەەن
sopp,سوپپ
gaar,گاار
ëdyu,ێديو
yombee,يومبەە
àgg,اگگ
barabam,بارابام
saraxe,ساراخە
nekkee,نەككەە
xéewu,خێەوو
booleek,بوولەەك
jàppandi,جاپپاندي
ñetti,ڽەتتي
fan,فان
juróom,جورۆوم
dëkkoon,دێككوون
dëkkul,دێككول
jañu,جاڽو
bumu,بومو
béej,بێەج
dàggasante,داگگاسانتە
yóbbalu,يۆببالو
yóbbal,يۆببال
woroom,وورووم
aayul,اايول
wërsëg,وێرسێگ
bàyyikoo,بايييكوو
harafaat,هارافاات
mach,ماچه
haril,هاريل
tudduleen,توددولەەن
gindee,گيندەە
bëbb,بێبب
bëbbee,بێببەە
jéggaluleen,جێگگالولەەن
jeexee,جەەخەە
tuddee,توددەە
taggee,تاگگەە
tuddiin,تودديين
kese,كەسە
defalnu,دەفالنو
fegalnu,فەگالنو
yool,يوول
xayma,خايما
màndaxe,مانداخە
yàkkamti,ياككامتي
munaa,موناا
ñatti,ڽاتتي
fang,فاڠ
gur,گور
dalay,دالاي
yéem,يێەم
seedeloo,سەەدەلوو
ndekeyoo,ندەكەيوو
xulóowaale,خولۆوواالە
pànk,پانك
wërëñ,وێرێڽ
tàmbalee,تامبالەە
alag,الاگ
jur,جور
bëggul,بێگگول
ragalal,راگالال
jomlu,جوملو
xaar,خاار
ngërëmul,ڠێرێمول
islaam,يسلاام
tarxiisee,تارخييسەە
keri,كەري
àtteef,اتتەەف
israayiila,يسراايييلا
ñaata,ڽااتا
jotee,جوتەە
doyloo,دويلوو
ub,وب
taaram,تاارام
gënu,گێنو
demiin,دەميين
àndul,اندول
natt,ناتت
bégle,بێگلە
xuppe,خوپپە
wàcceloon,واچچەلوون
bejoo,بەجوو
doonut,دوونوت
mbewte,مبەوتە
saytu,سايتو
xocc,خوچچ
jort,جورت
dajuleen,داجولەەن
toll,تولل
dajoon,داجوون
tiitaange,تييتااڠە
àndal,اندال
daanañu,دااناڽو
kañ,كاڽ
ndimbalu,نديمبالو
xettali,خەتتالي
wayñàkk,وايڽاكك
doxandeem,دوخاندەەم
farataal,فاراتاال
bëgguleen,بێگگولەەن
amaana,اماانا
baaxul,بااخول
xamuleen,خامولەەن
rëyati,رێياتي
fitna,فيتنا
sànja,سانجا
deñ,دەڽ
sippiku,سيپپيكو
gàddaay,گاددااي
jihaad,جيهااد
nañoo,ناڽوو
yërmaandey,يێرمااندەي
sàngara,ساڠارا
wure,وورە
yéwénalal,يێوێنالال
jaxasoo,جاخاسوو
xàmmee,خاممەە
sooboon,سووبوون
sonnal,سوننال
takk,تاكك
tuddeeb,توددەەب
sang,ساڠ
juy,جوي
doontale,دوونتالە
woote,وووتە
mbërëg,مبێرێگ
sobe,سوبە
beru,بەرو
bañuy,باڽوي
laab,لااب
suñu,سوڽو
laabee,لاابەە
duggeleen,دوگگەلەەن
dikkeleen,ديككەلەەن
nanga,ناڠا
giñ,گيڽ
gàllankoor,گاللانكوور
teree,تەرەە
jàppe,جاپپە
ngiñ,ڠيڽ
kaf,كاف
lewet,لەوەت
muñal,موڽال
ñeenti,ڽەەنتي
giñoon,گيڽوون
dogoo,دوگوو
pase,پاسە
fase,فاسە
muñandiku,موڽانديكو
téye,تێيە
bala,بالا
daganul,داگانول
njurukaay,نجوروكااي
ëmbee,ێمبەە
njéem,نجێەم
jëlaat,جێلاات
ndeem,ندەەم
defaroo,دەفاروو
yelleef,يەللەەف
tollook,توللووك
ñee,ڽەە
kiliftéef,كيليفتێەف
tedd,تەدد
ragalee,راگالەە
daytali,دايتالي
fasewaatee,فاسەوااتەە
ñetteelu,ڽەتتەەلو
fasee,فاسەە
delloowante,دەللوووانتە
njeem,نجەەم
sàmmonte,ساممونتە
leeralal,لەەرالال
idda,يددا
àpp,اپپ
waaj,وااج
dencaat,دەنچاات
laayay,لااياي
bëggee,بێگگەە
sëyaat,سێياات
nangulante,ناڠولانتە
nday,نداي
nàmpal,نامپال
koddaayu,كودداايو
tegeesul,تەگەەسول
àttan,اتتان
wareesul,وارەەسول
ndey,ندەي
wareesu,وارەەسو
nàmp,نامپ
donn,دونن
alalam,الالام
peyu,پەيو
feral,فەرال
liir,ليير
jaboote,جابووتە
diisoo,دييسوو
jaadu,جاادو
matalee,ماتالەە
amatuleen,اماتولەەن
gaaral,گاارال
yéene,يێەنە
labat,لابات
iddaam,يدداام
nëbbandi,نێبباندي
dige,ديگە
nëbbu,نێببو
waxiin,واخيين
dogu,دوگو
matul,ماتول
wattandiku,واتتانديكو
jotuleen,جوتولەەن
nanguwantewuleen,ناڠووانتەوولەەن
can,چان
woomal,ووومال
kàttanam,كاتتانام
nanguwante,ناڠووانتە
bàyyil,بايييل
genn,گەنن
jéggale,جێگگالە
jéggalu,جێگگالو
sàmmoonteleen,سامموونتەلەەن
rawati,راواتي
temm,تەمم
bett,بەتت
gawaru,گاوارو
amuleen,امولەەن
dénkaaneel,دێنكاانەەل
faramfàcceelee,فارامفاچچەەلەە
gisoo,گيسوو
junni,جونني
lebal,لەبال
lebaliin,لەباليين
bor,بور
fulal,فولال
yaatal,يااتال
mbooloom,مبوولووم
kilifaay,كيليفااي
buur,بوور
xéy,خێي
taalóota,تاالۆوتا
noo,نوو
yeyoo,يەيوو
nguur,ڠور
nguuram,ڠوورام
waxande,واخاندە
biiram,بييرام
desiit,دەسييت
haaruuna,هااروونا
màndarga,ماندارگا
xarekatam,خارەكاتام
dootoo,دووتوو
mosul,موسول
corfati,چورفاتي
loxoom,لوخووم
jàllee,جاللەە
xeexee,خەەخەە
jaalóota,جاالۆوتا
bariwaana,باريواانا
note,نوتە
sotti,سوتتي
saxal,ساخال
tànk,تانك
daawuda,دااوودا
jaaluta,جاالوتا
fege,فەگە
ñeneen,ڽەنەەن
yàqu,ياقو
kàddug,كاددوگ
saw,ساو
gënal,گێنال
ñenn,ڽەنن
daraja,داراجا
dëgërale,دێگێرالە
xaritoo,خاريتوو
tinu,تينو
taxawe,تاخاوە
ngëmméntu,ڠێممێنتو
waxatumalaak,واخاتومالااك
gàngunaayam,گاڠوناايام
daj,داج
wattu,واتتو
jaaxalu,جااخالو
nargan,نارگان
ràññeeku,راڽڽەەكو
buum,بووم
féetéek,فێەتێەك
séytaaney,سێيتاانەي
péete,پێەتە
gisuloo,گيسولوو
fenkal,فەنكال
janaxe,جاناخە
romboon,رومبوون
ràppoon,راپپوون
ruus,رووس
dundalee,دوندالەە
téeméeri,تێەمێەري
sab,ساب
yàggaay,ياگگااي
matu,ماتو
xoolal,خوولال
soppikuwuñu,سوپپيكوووڽو
dajalee,داجالەە
yax,ياخ
wodde,ووددە
yàpp,ياپپ
dangaa,داڠاا
gëmul,گێمول
jëlal,جێلال
njanaaw,نجانااو
teppasleen,تەپپاسلەەن
noppee,نوپپەە
tund,توند
dogit,دوگيت
yëngatu,يێڠاتو
wutsi,ووتسي
méngaleg,مێڠالەگ
pepp,پەپپ
seqi,سەقي
gupp,گوپپ
fepp,فەپپ
toftale,توفتالە
kañu,كاڽو
njeggal,نجەگگال
sarax,ساراخ
ngistal,ڠيستال
kawam,كاوام
sottiku,سوتتيكو
ratax,راتاخ
barkeel,باركەەل
melow,مەلوو
meññeefam,مەڽڽەەفام
dalul,دالول
mësay,مێساي
naatal,نااتال
reseñ,رەسەڽ
sew,سەو
callmeer,چاللمەەر
lakk,لاكك
faramfàccee,فارامفاچچەە
téey,تێەي
fàggul,فاگگول
génneele,گێننەەلە
gëmmuleen,گێممولەەن
yayoo,يايوو
cant,چانت
xiir,خيير
waaru,واارو
nisar,نيسار
feeñalee,فەەڽالەە
nëbbee,نێببەە
ñéew,ڽێەو
waru,وارو
jëmmi,جێممي
jotaat,جوتاات
deseel,دەسەەل
tënku,تێنكو
wuti,ووتي
xamee,خامەە
ribaa,ريباا
bàmmeel,باممەەل
jógeenu,جۆگەەنو
daaneel,داانەەل
sadd,سادد
saddum,ساددوم
jinne,جيننە
daganal,داگانال
téy,تێي
weesu,وەەسو
mbiram,مبيرام
màbb,مابب
sakkanloo,ساككانلوو
ñemey,ڽەمەي
amuñu,اموڽو
séentu,سێەنتو
tuubee,تووبەە
dugaloon,دوگالوون
lore,لورە
ameel,امەەل
jafe,جافە
jëfoon,جێفوون
maandute,مااندوتە
digaalee,ديگاالەە
bindleen,بيندلەەن
naleen,نالەەن
bindkat,بيندكات
bindal,بيندال
loosam,لووسام
fite,فيتە
wàññi,واڽڽي
dese,دەسە
doyadi,دويادي
kilifaam,كيليفاام
fiteel,فيتەەل
nangoo,ناڠوو
maandu,مااندو
soril,سوريل
jaayante,جاايانتە
seedekat,سەەدەكات
caaycaay,چاايچااي
tayle,تايلە
ndénkaan,ندێنكاان
mas,ماس
limal,ليمال
téeréem,تێەرێەم
dëpp,دێپپ
safaan,سافاان
juum,جووم
coono,چوونو
tege,تەگە
yërëm,يێرێم
wéeruwaay,وێەرووااي
njabootu,نجابووتو
himraan,هيمراان
turu,تورو
yërëmaakoon,يێرێمااكوون
taxawaakoon,تاخاوااكوون
feddali,فەددالي
tawreet,تاورەەت
injiil,ينجييل
boroomug,بورووموگ
nëbbuwul,نێببووول
móol,مۆول
biiri,بييري
fésul,فێسول
piri,پيري
jengal,جەڠال
yërmaande,يێرمااندە
mayewaakoon,مايەوااكوون
ñëwam,ڽێوام
mattum,ماتتوم
aadaay,اادااي
nitu,نيتو
pang,پاڠ
waare,واارە
badar,بادار
meneen,مەنەەن
ëppee,ێپپەە
dooleel,دوولەەل
ndimbalam,نديمبالام
rafetaleef,رافەتالەەف
wurus,ووروس
tàggutu,تاگگوتو
waruwaay,وارووااي
mbey,مبەي
yóbbalub,يۆببالوب
delluwaay,دەللووااي
ronam,رونام
dàkk,داكك
ngërëm,ڠێرێم
